DATE,elec,copper,NGas,stock,Tbill
4/15/2014,26.22,3.017,4.567,40.240925,119.52
4/16/2014,27.49,3.05,4.53,40.55204,119.35
4/17/2014,35.34,3.07,4.741,39.885361,119.01
4/21/2014,28.33,3.068,4.697,39.805355,119.06
4/22/2014,38.55,3.079,4.739,39.725349,118.95
4/23/2014,34.99,3.082,4.73,39.627567,119.14
4/24/2014,32.75,3.136,4.705,39.912014,119.12
4/25/2014,42.04,3.127,4.647,40.445362,119.18
4/28/2014,40.63,3.108,4.795,40.738712,119.23
4/29/2014,36.71,3.072,4.831,40.312027,119.15
4/30/2014,41.36,3.03,4.815,40.516479,119.45
5/5/2014,35.69,3.071,4.688,39.876469,119.46
6/5/2014,31.5,3.091,4.701,41.334282,120.05
8/5/2014,22.79,3.199,3.897,39.247952,119.33
9/5/2014,41.38,3.158,3.793,43.143124,119.49
12/5/2014,49.62,2.925,3.802,46.19841,119.34
12/5/2014,49.62,2.925,3.802,46.19841,119.34
5/13/2014,56.29,3.15,4.358,38.400875,119.84
5/14/2014,57.58,3.174,4.367,38.916443,120.12
5/15/2014,24.94,3.162,4.469,38.783115,120.24
5/16/2014,35.29,3.161,4.413,38.792,120.2
5/19/2014,38.78,3.179,4.47,38.685329,120.25
5/20/2014,36.67,3.156,4.552,38.783115,120.42
5/21/2014,33.84,3.131,4.473,39.369781,120.34
5/22/2014,18.75,3.152,4.359,39.65424,120.2
5/23/2014,35.75,3.18,4.405,39.752018,120.34
5/27/2014,22.1,3.193,4.505,39.805355,120.34
5/28/2014,33.65,3.188,4.619,40.267578,120.63
5/29/2014,32.26,3.154,4.559,40.605373,120.55
5/30/2014,40.67,3.136,4.542,40.774261,120.49
5/6/2014,37.39,3.075,4.799,39.387558,119.45
6/6/2014,39.44,3.053,4.71,41.494274,119.92
10/6/2014,41.27,3.03,3.898,41.039051,118.74
11/6/2014,36.38,3.03,4.404,44.738552,119.21
6/13/2014,35.83,3.03,4.739,41.378719,119.73
6/16/2014,34.45,3.047,4.707,41.672062,119.7
6/17/2014,29.14,3.058,4.709,41.672062,119.45
6/18/2014,29.07,3.055,4.659,42.400967,119.6
6/19/2014,32.64,3.075,4.584,42.872086,119.76
6/20/2014,38.54,3.118,4.531,42.836533,119.7
6/23/2014,32.22,3.146,4.446,42.329849,119.67
6/24/2014,37.69,3.147,4.535,42.427631,119.8
6/25/2014,32.77,3.16,4.553,42.223186,119.95
6/26/2014,27.03,3.161,4.4,42.362297,120.13
6/27/2014,37.99,3.149,4.409,42.658482,120.16
6/30/2014,46.33,3.188,4.461,43.098255,120.18
7/7/2014,42.07,3.248,4.225,41.725075,118.87
8/7/2014,34.45,3.171,3.876,38.84407,119.65
10/7/2014,41.2,3.034,3.957,40.241127,119.02
11/7/2014,63.35,3.053,4.412,45.654362,119.57
7/14/2014,55.64,3.239,4.147,42.119968,119.19
7/15/2014,41.47,3.239,4.097,42.443081,119.08
7/16/2014,33.26,3.205,4.119,42.640526,119.02
7/17/2014,32.4,3.209,3.954,42.06612,119.27
7/18/2014,34.63,3.174,3.951,42.425117,119.19
7/21/2014,36.9,3.187,3.849,42.299473,119.09
7/22/2014,31.96,3.196,3.772,42.326401,119.24
7/23/2014,30.76,3.195,3.762,42.308449,119.29
7/24/2014,34.07,3.254,3.847,42.51487,119.05
7/25/2014,43.04,3.227,3.781,42.272549,119.16
7/28/2014,45.55,3.231,3.747,42.51487,119.04
7/29/2014,45.84,3.209,3.808,41.823795,119.15
7/30/2014,47.49,3.232,3.786,41.016041,118.8
7/31/2014,54.69,3.223,3.841,40.091602,118.84
5/8/2014,36.97,3.083,4.572,39.636463,119.8
7/8/2014,35.96,3.243,4.204,42.021244,119.05
8/8/2014,51.39,3.166,3.962,39.59798,119.61
12/8/2014,37.12,2.91,3.595,47.077946,119.41
8/13/2014,37.19,3.106,3.831,39.553104,119.8
8/14/2014,37.76,3.086,3.906,39.956978,119.84
8/15/2014,46.68,3.097,3.776,40.567287,119.98
8/18/2014,37.05,3.103,3.792,40.378803,119.88
8/19/2014,36.43,3.086,3.877,41.051945,119.81
8/20/2014,39.83,3.174,3.823,41.141693,119.55
8/21/2014,39.82,3.172,3.889,41.150658,119.59
8/22/2014,44.3,3.199,3.84,40.962196,119.42
8/25/2014,47.32,3.213,3.937,41.21349,119.38
8/26/2014,42.67,3.182,3.911,40.75576,119.47
8/27/2014,38.69,3.175,3.957,41.105789,119.59
8/28/2014,30.01,3.127,4.044,41.401966,119.7
8/29/2014,37.5,3.135,4.065,41.716091,119.72
5/9/2014,38.63,3.1,4.531,38.747551,119.78
9/9/2014,39.79,3.095,3.984,42.182793,119.14
10/9/2014,38.95,3.028,3.845,40.368069,119.39
12/9/2014,50.52,2.946,3.652,47.005409,119.62
9/15/2014,46.71,3.081,3.931,41.590443,119.06
9/16/2014,44.37,3.16,3.995,41.24939,119.17
9/17/2014,40.33,3.142,4.013,41.419918,119.02
9/18/2014,40.07,3.092,3.91,41.195545,118.81
9/19/2014,40.41,3.088,3.837,41.141693,118.91
9/22/2014,39.79,3.038,3.85,40.558315,119.09
9/23/2014,39.22,3.034,3.816,40.666004,119.22
9/24/2014,39.59,3.059,3.911,40.603188,119.08
9/25/2014,38.59,3.06,3.971,40.100582,119.34
9/26/2014,33.98,3.029,3.984,40.186722,119.16
9/29/2014,32.84,3.053,4.154,40.667294,119.3
9/30/2014,32.74,3.006,4.121,40.839573,119.31
6/10/2014,34.84,3.055,4.53,41.040936,119.66
7/10/2014,35.46,3.256,4.12,42.362297,119.31
9/10/2014,31.27,3.104,3.954,42.012276,119.06
10/10/2014,35.07,3.032,3.859,40.957455,119.45
10/13/2014,35.45,3.037,3.916,41.138798,119.88
10/14/2014,31.51,3.085,3.816,41.601238,120
10/15/2014,34.35,3.005,3.8,41.465225,120.71
10/16/2014,33.32,2.978,3.796,40.513149,120.42
10/17/2014,34.38,3.001,3.766,40.531292,120.2
10/20/2014,31.17,2.99,3.67,41.156933,120.34
10/21/2014,31.17,3.031,3.711,41.247608,120.3
10/22/2014,30.6,3.022,3.659,41.936737,120.15
10/23/2014,31.2,3.05,3.622,41.882328,119.91
10/24/2014,32.9,3.051,3.623,42.770927,119.94
10/27/2014,32.68,3.078,3.561,42.226887,120.02
10/28/2014,29.58,3.108,3.649,43.088295,119.93
10/29/2014,27.2,3.112,3.728,43.985962,119.45
10/30/2014,26.46,3.072,3.827,45.200989,119.59
10/31/2014,31.01,3.061,3.873,45.627155,119.43
6/11/2014,28.26,3.042,4.508,41.138714,119.73
7/11/2014,30.38,3.259,4.146,42.290501,119.35
12/11/2014,57.79,2.941,3.634,47.993752,119.72
11/13/2014,43.66,2.999,3.977,45.12846,119.47
11/14/2014,42.31,3.058,4.02,45.019646,119.57
11/17/2014,38.47,3.05,4.341,45.862915,119.47
11/18/2014,37.84,3.011,4.244,45.717834,119.57
11/19/2014,36.93,3.047,4.371,45.49115,119.45
11/20/2014,32.45,3.027,4.489,45.52742,119.56
11/21/2014,38.4,3.035,4.266,45.400478,119.65
11/24/2014,29.11,3.004,4.151,44.629742,119.71
11/25/2014,30.76,2.961,4.282,44.684151,119.88
11/28/2014,54.12,2.86,4.088,45.790375,120.2
5/12/2014,29.45,3.167,4.434,38.240875,119.64
8/12/2014,27.98,3.149,3.974,39.418476,119.61
9/12/2014,26.45,3.102,3.857,41.626354,118.94
11/12/2014,28.27,3.034,4.185,45.463947,119.36
12/15/2014,32.6,2.898,3.719,47.458786,119.88
12/16/2014,31.7,2.877,3.619,47.096077,120.12
12/17/2014,29.31,2.888,3.702,47.812405,119.66
12/18/2014,26.66,2.873,3.642,48.465271,119.49
12/19/2014,26.46,2.908,3.464,48.111629,119.49
12/22/2014,23.83,2.904,3.144,48.25671,119.41
12/23/2014,22.39,2.902,3.171,48.302044,119.1
12/26/2014,23.62,2.836,3.007,49.743763,119.12
12/29/2014,36.41,2.838,3.189,50.269512,119.34
12/30/2014,35.62,2.869,3.094,49.629478,119.47
12/31/2014,27.22,2.838,2.889,48.678577,119.6
5/1/2015,23.92,2.932,2.776,49.335796,119.84
6/1/2015,23.29,2.741,2.649,49.492592,119.84
7/1/2015,23.74,2.635,2.783,45.966663,118.87
9/1/2015,23.5,2.303,2.702,44.570343,119.98
12/1/2015,24.71,2.067,2.231,49.698578,119.5
1/13/2015,24.77,2.679,2.943,51.668415,120.44
1/14/2015,22.23,2.553,3.233,52.710743,120.73
1/15/2015,23.71,2.611,3.158,52.674171,121.12
1/16/2015,24.14,2.654,3.127,53.177048,120.8
1/20/2015,23.73,2.615,2.831,53.305054,120.75
1/21/2015,24.04,2.615,2.974,53.460491,120.55
1/22/2015,21.16,2.6,2.835,53.213619,120.36
1/23/2015,23.71,2.538,2.986,53.82621,120.62
1/26/2015,20.78,2.574,2.881,54.310806,120.48
1/27/2015,22.53,2.514,2.981,54.319954,120.57
1/28/2015,22.47,2.522,2.866,54.210239,121.03
1/29/2015,21.33,2.47,2.719,54.996555,120.88
1/30/2015,20.58,2.528,2.691,53.771362,121.34
2/2/2015,20.14,2.511,2.68,53.606781,121.35
3/2/2015,21.94,2.711,2.698,48.824863,119.66
4/2/2015,20.59,2.748,2.713,49.428028,120.38
6/2/2015,13.53,2.758,2.698,48.791615,119.63
9/2/2015,17.7,2.333,2.648,44.61689,119.9
10/2/2015,20.01,2.329,2.451,49.764301,120.96
11/2/2015,19.15,2.316,2.256,50.280724,119.59
12/2/2015,8.93,2.029,2.165,49.031921,119.3
2/13/2015,19.51,2.614,2.804,49.428329,119.8
2/17/2015,19.67,2.595,2.759,49.730045,119.31
2/18/2015,15.97,2.639,2.831,50.790661,119.84
2/19/2015,16,2.642,2.834,50.333496,119.58
2/20/2015,24.09,2.611,2.951,50.269512,119.43
2/23/2015,24.03,2.639,2.879,50.525513,119.73
2/24/2015,24.73,2.712,2.902,50.424942,120.18
2/25/2015,24.4,2.708,2.894,49.474041,120.16
2/26/2015,21.04,2.714,2.697,49.300316,119.87
2/27/2015,23.62,2.716,2.734,49.126598,119.99
2/3/2015,24.25,2.6,2.754,53.807938,120.9
3/3/2015,23.19,2.674,2.712,49.108307,119.48
6/3/2015,20.92,2.751,2.634,47.933849,119.31
9/3/2015,20.85,2.39,2.725,44.961311,120.08
11/3/2015,19.69,2.327,2.253,50.355843,119.43
12/3/2015,18.54,2.056,2.181,48.646954,118.84
3/13/2015,21.22,2.679,2.727,47.361954,119.73
3/16/2015,19.07,2.678,2.716,48.962025,119.8
3/17/2015,19.87,2.642,2.855,48.504856,119.84
3/18/2015,19.56,2.587,2.92,49.602051,120.55
3/19/2015,15.99,2.675,2.813,49.01688,120.28
3/20/2015,17.31,2.775,2.786,49.336899,120.6
3/23/2015,18.56,2.808,2.733,49.821491,120.68
3/24/2015,19.78,2.815,2.786,48.879723,120.82
3/25/2015,19.01,2.805,2.723,48.239697,120.65
3/26/2015,10.2,2.821,2.672,47.883118,120.38
3/27/2015,16.45,2.775,2.59,47.970737,120.65
3/30/2015,5.72,2.788,2.644,48.83773,120.63
3/31/2015,15.86,2.747,2.64,48.948418,120.88
2/4/2015,20.66,2.612,2.662,52.948471,120.85
6/4/2015,20.85,2.716,2.626,47.823166,119.53
8/4/2015,20.54,2.365,2.812,48.396252,119.57
9/4/2015,17.99,2.32,2.655,44.3097,120.2
4/13/2015,16.78,2.737,2.511,48.284328,120.27
4/14/2015,21.75,2.72,2.53,48.238216,120.45
4/15/2015,21.74,2.729,2.61,47.887722,120.55
4/16/2015,20.06,2.785,2.684,47.887722,120.73
4/17/2015,21.83,2.784,2.634,48.29356,120.7
4/20/2015,19.85,2.736,2.536,48.496468,120.59
4/21/2015,16.93,2.705,2.575,47.989185,120.5
4/22/2015,18.78,2.67,2.606,47.823166,120.27
4/23/2015,18.73,2.698,2.531,48.136761,120.45
4/24/2015,23.62,2.752,2.531,48.644043,120.64
4/27/2015,22.99,2.774,2.49,47.84161,120.56
4/28/2015,22.54,2.78,2.517,48.514915,120.39
4/28/2015,22.54,2.78,2.517,48.514915,120.39
4/29/2015,21.98,2.795,2.606,49.732395,120.23
4/30/2015,20.99,2.886,2.751,48.810062,120.13
1/5/2015,27.89,2.793,2.882,49.592907,119.31
5/5/2015,33.84,2.94,2.78,48.284328,119.66
6/5/2015,37.82,2.722,2.59,47.371223,119.08
8/5/2015,34.42,2.353,2.798,48.247314,119.33
11/5/2015,28.59,2.253,2.364,50.440342,119.15
5/13/2015,28.23,2.95,2.935,46.983837,119.71
5/14/2015,23.56,2.946,3.008,47.43578,119.98
5/15/2015,27.24,2.949,3.016,47.970737,120.2
5/18/2015,29.29,2.93,3.01,48.441128,119.86
5/19/2015,27.83,2.861,2.948,48.893078,119.59
5/20/2015,24.85,2.852,2.915,48.745499,119.78
5/21/2015,19.95,2.871,2.949,49.022202,119.99
5/22/2015,23.17,2.833,2.887,48.616379,119.66
5/26/2015,23.69,2.853,2.822,48.588703,119.94
5/27/2015,24.25,2.816,2.815,49.123657,119.91
5/28/2015,22.45,2.793,2.706,49.215893,120.09
5/29/2015,21.52,2.76,2.642,49.317348,120.26
1/6/2015,20.13,2.804,2.938,49.519753,119.7
2/6/2015,23.25,2.603,2.579,51.256973,119.97
3/6/2015,25.52,2.629,2.839,47.727688,119.17
4/6/2015,25.32,2.732,2.65,50.055222,120.6
5/6/2015,31.69,2.933,2.776,47.89695,119.52
8/6/2015,36.15,2.348,2.813,48.554497,119.47
10/6/2015,26.48,2.359,2.47,49.867588,120.75
11/6/2015,26.44,2.241,2.371,48.759624,118.7
6/15/2015,31.94,2.659,2.889,45.941593,119.35
6/16/2015,34.54,2.627,2.894,46.2183,119.5
6/17/2015,37.62,2.623,2.855,46.85471,119.78
6/18/2015,34.94,2.628,2.777,47.675591,119.69
6/19/2015,35.82,2.592,2.816,47.112961,120
6/22/2015,40.86,2.588,2.733,47.177528,119.66
6/23/2015,55.74,2.634,2.726,46.522675,119.48
6/24/2015,66.49,2.647,2.759,45.978485,119.62
6/25/2015,68.12,2.646,2.85,45.74791,119.55
6/26/2015,53.32,2.645,2.773,46.264542,119.31
6/29/2015,54.55,2.639,2.805,45.92012,119.91
6/30/2015,95.41,2.623,2.832,45.706013,119.94
1/7/2015,79.68,2.796,2.871,49.912914,119.8
7/7/2015,45.46,2.451,2.716,47.847034,119.8
8/7/2015,36.83,2.341,2.798,49.234035,119.61
10/7/2015,28.35,2.372,2.474,49.51078,120.57
7/13/2015,30.48,2.555,2.864,47.679474,119
7/14/2015,27.83,2.545,2.84,47.474682,119.2
7/15/2015,27.65,2.53,2.918,47.865646,119.4
7/16/2015,33.46,2.531,2.854,48.656895,119.22
7/17/2015,31.38,2.505,2.87,47.781876,119.13
7/20/2015,27.62,2.484,2.823,47.651546,118.97
7/21/2015,26.59,2.478,2.882,47.102333,119.19
7/22/2015,26.46,2.432,2.897,47.772556,119.16
7/23/2015,24.58,2.385,2.816,46.850994,119.32
7/24/2015,25.81,2.381,2.776,46.869606,119.42
7/27/2015,32.16,2.35,2.789,48.247314,119.7
7/28/2015,42.31,2.403,2.821,48.666203,119.63
7/29/2015,50.85,2.408,2.886,48.722061,119.55
7/30/2015,38.84,2.381,2.768,48.573116,119.47
7/31/2015,35.15,2.368,2.716,48.880302,119.84
4/8/2015,26.59,2.748,2.619,49.446484,120.47
5/8/2015,27.79,2.931,2.88,48.330452,119.95
6/8/2015,26.3,2.716,2.705,46.84549,119.27
7/8/2015,29.95,2.504,2.685,47.874954,119.99
10/8/2015,40.43,2.347,2.498,49.848804,120.43
12/8/2015,39.3,2.048,2.07,49.501396,119.16
8/13/2015,25.63,2.365,2.787,49.671547,119.7
8/14/2015,35,2.364,2.801,50.341782,119.59
8/17/2015,48.62,2.333,2.728,50.518646,119.8
8/18/2015,39.81,2.297,2.704,50.648968,119.7
8/19/2015,24.49,2.283,2.716,50.388325,120.11
8/20/2015,24.34,2.323,2.755,50.155605,120.14
8/21/2015,30.48,2.307,2.676,49.410904,120.41
8/24/2015,31.62,2.269,2.65,46.925465,120.77
8/25/2015,33.29,2.323,2.685,45.575691,120.23
8/26/2015,33.42,2.251,2.693,46.013206,120.27
8/27/2015,27.02,2.334,2.638,46.860298,120.2
8/28/2015,27.32,2.346,2.715,46.934776,119.95
8/31/2015,26.11,2.338,2.689,46.152847,119.81
